crimecode,description,inside_outside,weapon,gender,age,race,district,neighborhood,premise,Month_name,time_of_day
3AO,ROBBERY,Inside,BLUNT_OBJECT,Male,28.0,WHITE,SOUTHWEST,MORRELL PARK,STREET,June,night
3AO,ROBBERY,Inside,OTHER,Female,21.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,Sandtown-Winchester,STREET,June,night
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Male,51.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,Saint Agnes,DRUG STORE / MED  BL,June,afternoon
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Female,38.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,Seton Hill,DRUG STORE / MED  BL,June,afternoon
4E,COMMON ASSAULT,Outside,NO_Weapon_Involved,Male,40.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHEAST,Fells Point,CONVENIENCE STORE,July,night
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Male,23.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,Irvington,OTHER/RESIDENTIAL,July,evening
4E,COMMON ASSAULT,Inside,PERSONAL_WEAPONS,Female,24.0,BLACK_OR_AFRICAN_AMERICAN,NORTHERN,Cross Keys,STREET,July,evening
4E,COMMON ASSAULT,Inside,PERSONAL_WEAPONS,Male,28.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,Mount Vernon,STREET,July,afternoon
6F,LARCENY,Outside,NO_Weapon_Involved,Female,36.0,Unknown,SOUTHEAST,Washington Hill,OTHER/RESIDENTIAL,July,evening
5A,BURGLARY,Outside,NO_Weapon_Involved,Male,33.0,WHITE,SOUTHEAST,McElderry Park,OTHER/RESIDENTIAL,July,afternoon
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Male,20.0,WHITE,SOUTHERN,Lakeland,RESTAURANT,July,night
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Female,18.0,WHITE,SOUTHERN,Lakeland,RESTAURANT,July,night
3JO,ROBBERY,Outside,PERSONAL_WEAPONS,Female,26.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,Ashburton,OTHER/RESIDENTIAL,July,evening
6F,LARCENY,Outside,NO_Weapon_Involved,Female,43.0,WHITE,NORTHWEST,Arlington,CONVENIENCE STORE,July,night
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Female,60.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,Allendale,OTHER/RESIDENTIAL,July,evening
3AJO,ROBBERY - CARJACKING,Inside,PERSONAL_WEAPONS,Male,30.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHEAST,LITTLE ITALY,STREET,July,night
3AF,ROBBERY,Inside,FIREARM,Male,34.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHEAST,FELLS POINT,STREET,July,night
6J,LARCENY,Inside,NO_Weapon_Involved,Female,58.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,Coldstream Homestead Montebello,SHED/GARAGE,July,afternoon
3AF,ROBBERY,Inside,HANDGUN,Male,69.0,WHITE,NORTHERN,Charles Village,STREET,July,morning
6J,LARCENY,Inside,NO_Weapon_Involved,Male,69.0,WHITE,CENTRAL,Bolton Hill,STREET,July,night
3NF,ROBBERY,Inside,HANDGUN,Male,43.0,WHITE,NORTHEAST,Clifton Park,PARK,July,evening
4E,COMMON ASSAULT,Inside,PERSONAL_WEAPONS,Female,6.0,BLACK_OR_AFRICAN_AMERICAN,NORTHERN,Cylburn,STREET,July,evening
4B,AGG. ASSAULT,Inside,PERSONAL_WEAPONS,Male,28.0,WHITE,NORTHERN,Cylburn,STREET,July,evening
4E,COMMON ASSAULT,Inside,PERSONAL_WEAPONS,Female,28.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHERN,Carrollton Ridge,STREET,July,night
7A,AUTO THEFT,Inside,NO_Weapon_Involved,Female,57.0,Unknown,SOUTHWEST,Northwest Community Action,STREET,July,evening
6D,LARCENY FROM AUTO,Inside,NO_Weapon_Involved,Male,31.0,BLACK_OR_AFRICAN_AMERICAN,EASTERN,Gay Street,SHED/GARAGE,July,night
3AJF,ROBBERY - CARJACKING,Inside,HANDGUN,Male,67.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,Frankford,STREET,July,evening
3AF,ROBBERY,Inside,HANDGUN,Female,49.0,WHITE,NORTHERN,Medfield,STREET,July,night
5A,BURGLARY,Outside,NO_Weapon_Involved,Female,58.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,Mosher,OTHER/RESIDENTIAL,July,night
5A,BURGLARY,Outside,NO_Weapon_Involved,Female,35.0,WHITE,NORTHEAST,Glenham-Belhar,OTHER/RESIDENTIAL,July,afternoon
6F,LARCENY,Outside,NO_Weapon_Involved,Female,32.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,Belair-Edison,CONVENIENCE STORE,July,morning
6F,LARCENY,Outside,NO_Weapon_Involved,Male,63.0,Other,EASTERN,Biddle Street,LIQUOR STORE,July,morning
6J,LARCENY,Inside,NO_Weapon_Involved,Female,57.0,Unknown,NORTHEAST,Ednor Gardens-Lakeside,STREET,July,morning
6D,LARCENY FROM AUTO,Inside,NO_Weapon_Involved,Female,61.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,Franklin Square,STREET,July,night
6J,LARCENY,Inside,NO_Weapon_Involved,Male,59.0,WHITE,SOUTHERN,Carroll - Camden Industrial Area,STREET,July,morning
7C,AUTO THEFT,Outside,NO_Weapon_Involved,Male,42.0,BLACK_OR_AFRICAN_AMERICAN,EASTERN,East Baltimore Midway,OTHER/RESIDENTIAL,July,night
6F,LARCENY,Outside,NO_Weapon_Involved,Male,39.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,Cheswolde,UNKNOWN,June,afternoon
6J,LARCENY,Inside,NO_Weapon_Involved,Female,55.0,Unknown,SOUTHERN,Washington Village/Pigtown,STREET,June,night
5F,BURGLARY,Outside,NO_Weapon_Involved,Male,37.01136895019874,Unknown,SOUTHEAST,Patterson Park Neighborhood,VACANT BUILDING,June,morning
4B,AGG. ASSAULT,Outside,PERSONAL_WEAPONS,Male,13.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,Hanlon-Longwood,OTHER/RESIDENTIAL,June,night
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Female,31.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,Hanlon-Longwood,OTHER/RESIDENTIAL,June,night
3NF,ROBBERY,Inside,MOTOR_VEHICLE_VESSEL,Male,36.0,Unknown,SOUTHWEST,Millhill,SHED/GARAGE,June,night
6D,LARCENY FROM AUTO,Inside,NO_Weapon_Involved,Female,39.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,MOUNT VERNON,SHED/GARAGE,June,morning
6D,LARCENY FROM AUTO,Inside,NO_Weapon_Involved,Male,50.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHERN,Lakeland,STREET,June,night
3AO,ROBBERY,Inside,PERSONAL_WEAPONS,Male,86.0,WHITE,CENTRAL,DOWNTOWN,STREET,June,evening
7A,AUTO THEFT,Inside,NO_Weapon_Involved,Male,37.0,Unknown,EASTERN,Gay Street,STREET,June,evening
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Female,10.0,WHITE,NORTHERN,Cameron Village,OTHER/RESIDENTIAL,June,night
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Male,19.0,WHITE,SOUTHERN,Lakeland,OTHER/RESIDENTIAL,June,night
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Female,45.0,WHITE,SOUTHERN,Lakeland,OTHER/RESIDENTIAL,June,night
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Female,37.01136895019874,WHITE,CENTRAL,Mid-Town Belvedere,GROCERY/CONFECTION,June,night
3AJF,ROBBERY - CARJACKING,Inside,HANDGUN,Male,64.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,NEW NORTHWOOD,STREET,June,night
6F,LARCENY,Outside,NO_Weapon_Involved,Female,53.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,Glen,OTHER/RESIDENTIAL,June,afternoon
6F,LARCENY,Outside,NO_Weapon_Involved,Male,30.0,WHITE,NORTHERN,Charles Village,OTHER/RESIDENTIAL,July,night
6F,LARCENY,Outside,NO_Weapon_Involved,Female,26.0,Other,SOUTHEAST,Washington Hill,OTHER/RESIDENTIAL,July,night
6F,LARCENY,Inside,NO_Weapon_Involved,Female,24.0,Unknown,SOUTHERN,Barre Circle,STREET,July,morning
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Female,33.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,Westgate,OTHER/RESIDENTIAL,July,morning
6J,LARCENY,Inside,NO_Weapon_Involved,Female,24.0,WHITE,SOUTHEAST,Upper Fells Point,STREET,July,morning
5F,BURGLARY,Outside,NO_Weapon_Involved,Male,76.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,Harlem Park,OTHER/RESIDENTIAL,July,morning
4C,AGG. ASSAULT,Inside,OTHER,Female,49.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,Mount Holly,STREET,July,morning
4E,COMMON ASSAULT,Inside,PERSONAL_WEAPONS,Female,28.0,WHITE,CENTRAL,DRUID HEIGHTS,STREET,July,morning
3AK,ROBBERY,Inside,KNIFE_CUTTING_INSTRUMENT,Male,69.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHEAST,UPPER FELLS POINT,STREET,July,afternoon
6F,LARCENY,Outside,NO_Weapon_Involved,Male,25.0,Unknown,NORTHWEST,Howard Park,OTHER/RESIDENTIAL,July,morning
4E,COMMON ASSAULT,Inside,PERSONAL_WEAPONS,Female,37.01136895019874,BLACK_OR_AFRICAN_AMERICAN,EASTERN,Berea,STREET,July,afternoon
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Male,44.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,Saint Josephs,OTHER/RESIDENTIAL,July,afternoon
6F,LARCENY,Outside,NO_Weapon_Involved,Female,66.0,WHITE,SOUTHERN,Riverside,RESTAURANT,July,afternoon
6F,LARCENY,Outside,NO_Weapon_Involved,Female,33.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHERN,Carroll Park,CONVENIENCE STORE,July,night
7A,AUTO THEFT,Inside,NO_Weapon_Involved,Female,24.0,Unknown,SOUTHWEST,Gwynns Falls,SHED/GARAGE,July,evening
3JK,ROBBERY,Outside,KNIFE_CUTTING_INSTRUMENT,Female,30.0,WHITE,SOUTHERN,Riverside,OTHER/RESIDENTIAL,July,night
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Female,45.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,Downtown,OTHER/RESIDENTIAL,June,afternoon
3P,ROBBERY,Inside,NO_Weapon_Involved,Male,34.0,Unknown,NORTHWEST,Reisterstown Station,SHED/GARAGE,June,afternoon
3AO,ROBBERY,Inside,PERSONAL_WEAPONS,Male,38.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,Charles North,STREET,June,evening
5B,BURGLARY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,SOUTHERN,Cherry Hill,SCHOOL,June,night
5F,BURGLARY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,NORTHERN,Charles North,OFFICE BUILDING,June,evening
6G,LARCENY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,NORTHERN,Charles North,DRUG STORE / MED  BL,June,evening
6C,LARCENY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,CENTRAL,Downtown,CONVENIENCE STORE,June,morning
6C,LARCENY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,SOUTHEAST,Canton Industrial Area,GROCERY/CONFECTION,June,morning
3CF,ROBBERY - COMMERCIAL,Inside,HANDGUN,Not Specified,37.01136895019874,Unknown,NORTHEAST,Pulaski Industrial Area,STREET,June,morning
6F,LARCENY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,SOUTHERN,Carroll - Camden Industrial Area,CONVENIENCE STORE,June,morning
6C,LARCENY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,SOUTHEAST,Canton Industrial Area,OFFICE BUILDING,June,morning
6C,LARCENY,Inside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,NORTHERN,North Roland Park/Poplar Hill,GAS STATION,June,afternoon
5F,BURGLARY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,SOUTHWEST,Irvington,CONVENIENCE STORE,June,night
6C,LARCENY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,EASTERN,Middle East,CONVENIENCE STORE,June,evening
6C,LARCENY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,EASTERN,Middle East,CONVENIENCE STORE,June,evening
5F,BURGLARY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,NORTHEAST,Hamilton Hills,SCHOOL,June,evening
6D,LARCENY FROM AUTO,Inside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,WESTERN,Rosemont Homeowners/Tenants,STREET,June,evening
6J,LARCENY,Inside,NO_Weapon_Involved,Male,58.0,Unknown,CENTRAL,Downtown,SHED/GARAGE,July,afternoon
6F,LARCENY,Outside,NO_Weapon_Involved,Female,59.0,WHITE,EASTERN,Broadway East,OTHER/RESIDENTIAL,July,afternoon
5A,BURGLARY,Outside,NO_Weapon_Involved,Female,32.0,Unknown,SOUTHWEST,Morrell Park,OTHER/RESIDENTIAL,July,afternoon
7A,AUTO THEFT,Inside,NO_Weapon_Involved,Male,30.0,WHITE,NORTHERN,Hampden,SHED/GARAGE,July,morning
4E,COMMON ASSAULT,Inside,PERSONAL_WEAPONS,Female,43.0,WHITE,SOUTHEAST,Baltimore Highlands,STREET,July,night
3AF,ROBBERY,Inside,FIREARM,Male,67.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHERN,Westport,STREET,July,night
6F,LARCENY,Inside,NO_Weapon_Involved,Male,60.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,Park Circle,STREET,July,night
4E,COMMON ASSAULT,Inside,PERSONAL_WEAPONS,Male,33.0,Unknown,SOUTHEAST,Highlandtown,STREET,July,night
6D,LARCENY FROM AUTO,Inside,NO_Weapon_Involved,Male,59.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHEAST,Patterson Park Neighborhood,STREET,July,night
6D,LARCENY FROM AUTO,Inside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,SOUTHEAST,Patterson Park Neighborhood,STREET,July,night
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Female,21.0,BLACK_OR_AFRICAN_AMERICAN,EASTERN,Gay Street,OTHER/RESIDENTIAL,July,evening
4E,COMMON ASSAULT,Inside,PERSONAL_WEAPONS,Male,34.0,WHITE,SOUTHERN,Westport,STREET,July,evening
4A,AGG. ASSAULT,Inside,HANDGUN,Female,23.0,BLACK_OR_AFRICAN_AMERICAN,NORTHERN,CHARLES VILLAGE,SHED/GARAGE,July,evening
4E,COMMON ASSAULT,Inside,PERSONAL_WEAPONS,Male,45.0,Unknown,SOUTHEAST,CHARLES VILLAGE,STREET,July,evening
3AO,ROBBERY,Inside,PERSONAL_WEAPONS,Female,37.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,Bridgeview/Greenlawn,STREET,July,evening
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Female,29.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,Franklin Square,OFFICE BUILDING,July,evening
3P,ROBBERY,Outside,FIREARM,Male,24.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,Reisterstown Station,HOTEL/MOTEL,July,night
7A,AUTO THEFT,Inside,NO_Weapon_Involved,Female,31.0,WHITE,SOUTHERN,Washington Village/Pigtown,STREET,July,night
7A,AUTO THEFT,Inside,NO_Weapon_Involved,Female,65.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHERN,Brooklyn,STREET,July,night
6J,LARCENY,Inside,NO_Weapon_Involved,Male,42.0,Unknown,SOUTHERN,New Southwest/Mount Clare,STREET,July,evening
7C,AUTO THEFT,Outside,NO_Weapon_Involved,Male,43.0,Unknown,NORTHWEST,Arlington,OTHER/RESIDENTIAL,July,night
6D,LARCENY FROM AUTO,Inside,NO_Weapon_Involved,Female,46.0,WHITE,SOUTHEAST,Canton,STREET,July,evening
6D,LARCENY FROM AUTO,Inside,NO_Weapon_Involved,Female,50.0,BLACK_OR_AFRICAN_AMERICAN,EASTERN,Johnston Square,STREET,July,night
6J,LARCENY,Inside,NO_Weapon_Involved,Female,50.0,Unknown,WESTERN,Mondawmin,STREET,July,afternoon
6J,LARCENY,Inside,NO_Weapon_Involved,Female,58.0,WHITE,SOUTHERN,Locust Point,STREET,July,evening
6F,LARCENY,Outside,NO_Weapon_Involved,Female,50.0,WHITE,NORTHERN,Hampden,OTHER/RESIDENTIAL,July,night
7A,AUTO THEFT,Inside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,NORTHWEST,Arlington,SHED/GARAGE,July,afternoon
6G,LARCENY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,WESTERN,Mondawmin,RESTAURANT,July,afternoon
6D,LARCENY FROM AUTO,Inside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,CENTRAL,Mount Vernon,STREET,July,morning
6C,LARCENY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,CENTRAL,Mid-Town Belvedere,CONVENIENCE STORE,July,afternoon
7A,AUTO THEFT,Inside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,SOUTHWEST,Edgewood,STREET,July,morning
6C,LARCENY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,NORTHWEST,Howard Park,GROCERY/CONFECTION,July,afternoon
5B,BURGLARY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,NORTHEAST,Orchard Ridge,SCHOOL,July,night
6G,LARCENY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,NORTHERN,Homeland,CONVENIENCE STORE,July,morning
6C,LARCENY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,SOUTHEAST,Canton,CONVENIENCE STORE,July,evening
6C,LARCENY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,SOUTHEAST,Dunbar-Broadway,CONVENIENCE STORE,July,evening
6D,LARCENY FROM AUTO,Inside,NO_Weapon_Involved,Female,44.0,WHITE,SOUTHEAST,Kresson,STREET,June,evening
4E,COMMON ASSAULT,Inside,UNKNOWN,Female,38.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHEAST,Butcher's Hill,SHED/GARAGE,June,evening
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Male,21.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHERN,Cherry Hill,OTHER/RESIDENTIAL,June,evening
4B,AGG. ASSAULT,Outside,BLUNT_OBJECT,Male,32.0,WHITE,WESTERN,Franklin Square,OTHER/RESIDENTIAL,June,evening
4E,COMMON ASSAULT,Inside,PERSONAL_WEAPONS,Female,31.0,BLACK_OR_AFRICAN_AMERICAN,EASTERN,Broadway East,STREET,June,evening
6J,LARCENY,Inside,NO_Weapon_Involved,Female,46.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,Frankford,STREET,June,morning
6J,LARCENY,Inside,NO_Weapon_Involved,Male,60.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,Edmondson Village,STREET,June,morning
4E,COMMON ASSAULT,Inside,PERSONAL_WEAPONS,Male,60.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,Pimlico Good Neighbors,STREET,June,night
3AJF,ROBBERY - CARJACKING,Inside,HANDGUN,Male,57.0,BLACK_OR_AFRICAN_AMERICAN,NORTHERN,Pimlico Good Neighbors,STREET,June,evening
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Female,10.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,Hanlon-Longwood,OTHER/RESIDENTIAL,June,night
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Male,11.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,Hanlon-Longwood,OTHER/RESIDENTIAL,June,night
3AF,ROBBERY,Inside,HANDGUN,Male,27.0,WHITE,SOUTHERN,Otterbein,STREET,June,night
5B,BURGLARY,Inside,NO_Weapon_Involved,Male,27.0,Unknown,CENTRAL,University Of Maryland,STREET,June,evening
6F,LARCENY,Inside,NO_Weapon_Involved,Male,26.0,WHITE,SOUTHERN,New Southwest/Mount Clare,STREET,June,evening
7B,AUTO THEFT,Inside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,NORTHWEST,Howard Park,STREET,June,evening
6D,LARCENY FROM AUTO,Inside,NO_Weapon_Involved,Female,41.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,Coldstream Homestead Montebello,STREET,June,morning
6F,LARCENY,Outside,NO_Weapon_Involved,Male,19.0,Unknown,SOUTHERN,Brooklyn,TAVERN/NIGHT CLUB,July,night
4E,COMMON ASSAULT,Outside,OTHER,Female,51.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,Belair-Edison,OTHER/RESIDENTIAL,July,night
3AF,ROBBERY,Inside,HANDGUN,Male,32.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,Harlem Park,STREET,July,night
6D,LARCENY FROM AUTO,Inside,NO_Weapon_Involved,Male,37.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHEAST,Patterson Place,STREET,July,morning
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Female,12.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,Liberty Square,OTHER/RESIDENTIAL,July,morning
3EF,ROBBERY,Inside,PERSONAL_WEAPONS,Male,24.0,Unknown,NORTHWEST,Woodmere,GAS STATION,July,morning
4E,COMMON ASSAULT,Inside,PERSONAL_WEAPONS,Female,18.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHEAST,Ellwood Park/Monument,STREET,July,evening
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Female,16.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,Hamilton Hills,OTHER/RESIDENTIAL,July,morning
4B,AGG. ASSAULT,Outside,PERSONAL_WEAPONS,Male,18.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHERN,New Southwest/Mount Clare,OTHER/RESIDENTIAL,July,evening
6F,LARCENY,Outside,NO_Weapon_Involved,Male,33.0,WHITE,EASTERN,CARE,OTHER/RESIDENTIAL,July,afternoon
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Female,51.0,Unknown,SOUTHWEST,Morrell Park,OTHER/RESIDENTIAL,June,night
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Female,30.0,WHITE,SOUTHWEST,Morrell Park,OTHER/RESIDENTIAL,June,night
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Female,26.0,WHITE,SOUTHWEST,Morrell Park,OTHER/RESIDENTIAL,June,night
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Female,15.0,BLACK_OR_AFRICAN_AMERICAN,EASTERN,Oldtown,OTHER/RESIDENTIAL,June,night
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Female,38.0,BLACK_OR_AFRICAN_AMERICAN,EASTERN,Berea,OTHER/RESIDENTIAL,June,night
6J,LARCENY,Inside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,SOUTHERN,Carroll Park,SHED/GARAGE,June,night
5B,BURGLARY,Outside,HANDGUN,Not Specified,37.01136895019874,Unknown,CENTRAL,Downtown West,HOTEL/MOTEL,June,night
6C,LARCENY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,NORTHERN,Hampden,CONVENIENCE STORE,June,night
3AJO,ROBBERY - CARJACKING,Inside,PERSONAL_WEAPONS,Not Specified,37.01136895019874,Unknown,NORTHEAST,PULASKI INDUSTRIAL AREA,SHED/GARAGE,June,morning
6D,LARCENY FROM AUTO,Inside,NO_Weapon_Involved,Male,50.0,BLACK_OR_AFRICAN_AMERICAN,CENTRAL,Downtown,SHED/GARAGE,June,night
6J,LARCENY,Inside,NO_Weapon_Involved,Female,29.0,Unknown,SOUTHERN,Lakeland,STREET,June,night
7A,AUTO THEFT,Inside,NO_Weapon_Involved,Male,26.0,Unknown,SOUTHWEST,Northwest Community Action,STREET,June,afternoon
5A,BURGLARY,Outside,NO_Weapon_Involved,Male,16.0,Other,SOUTHEAST,Upper Fells Point,OTHER/RESIDENTIAL,June,evening
9S,SHOOTING,Outside,FIREARM,Female,21.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,SANDTOWN-WINCHESTER,STREET,June,night
9S,SHOOTING,Outside,FIREARM,Female,50.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,SANDTOWN-WINCHESTER,STREET,June,night
1A,HOMICIDE,Outside,FIREARM,Male,31.0,BLACK_OR_AFRICAN_AMERICAN,NORTHWEST,CENTRAL PARK HEIGHTS,STREET,June,night
9S,SHOOTING,Outside,FIREARM,Male,46.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,SANDTOWN-WINCHESTER,STREET,June,night
9S,SHOOTING,Outside,FIREARM,Male,33.0,BLACK_OR_AFRICAN_AMERICAN,WESTERN,SANDTOWN-WINCHESTER,STREET,June,night
9S,SHOOTING,Outside,FIREARM,Male,28.0,BLACK_OR_AFRICAN_AMERICAN,NORTHEAST,MORGAN STATE UNIVERSITY,STREET,June,afternoon
7A,AUTO THEFT,Inside,NO_Weapon_Involved,Male,23.0,BLACK_OR_AFRICAN_AMERICAN,EASTERN,Johnston Square,STREET,June,morning
7B,AUTO THEFT,Outside,NO_Weapon_Involved,Female,51.0,BLACK_OR_AFRICAN_AMERICAN,NORTHERN,Waverly,OTHER/RESIDENTIAL,June,morning
6J,LARCENY,Inside,NO_Weapon_Involved,Female,80.0,BLACK_OR_AFRICAN_AMERICAN,SOUTHWEST,Rognel Heights,STREET,June,morning
4E,COMMON ASSAULT,Inside,PERSONAL_WEAPONS,Male,43.0,WHITE,NORTHERN,Old Goucher,STREET,June,morning
6F,LARCENY,Outside,NO_Weapon_Involved,Female,37.0,BLACK_OR_AFRICAN_AMERICAN,EASTERN,MADISON-EASTEND,PUBLIC BUILDING,June,morning
6C,LARCENY,Outside,PERSONAL_WEAPONS,Not Specified,37.01136895019874,Unknown,CENTRAL,Mid-Town Belvedere,GROCERY/CONFECTION,June,night
6C,LARCENY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,SOUTHEAST,Bayview,CONVENIENCE STORE,June,night
7A,AUTO THEFT,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,SOUTHEAST,Medford,UNKNOWN,June,night
3CO,ROBBERY - COMMERCIAL,Outside,PERSONAL_WEAPONS,Not Specified,37.01136895019874,Unknown,WESTERN,Mondawmin,SHOPPING MALLS/CNTR,June,afternoon
4E,COMMON ASSAULT,Outside,PERSONAL_WEAPONS,Not Specified,37.01136895019874,Unknown,EASTERN,Berea,OTHER/RESIDENTIAL,June,afternoon
5B,BURGLARY,Outside,NO_Weapon_Involved,Not Specified,37.01136895019874,Unknown,NORTHERN,Sabina-Mattfeldt,SPECIALTY STORE,June,night
